,State,DC Fast Charge,Level 1,Level 2,EV Network
3417,VA,,,4.0,SemaCharge Network
3418,WA,,,4.0,SemaCharge Network
3419,VA,,,3.0,SemaCharge Network
3420,CA,,1.0,1.0,ChargePoint Network
3421,CA,,,6.0,ChargePoint Network
3422,CA,,,4.0,ChargePoint Network
3423,CA,,,4.0,ChargePoint Network
3424,CA,,,3.0,
3425,CA,,,3.0,
3426,CA,,,2.0,ChargePoint Network
3427,CA,,,4.0,ChargePoint Network
3428,IL,,,2.0,ChargePoint Network
3429,IL,,,2.0,
3430,IL,,,2.0,ChargePoint Network
3431,AZ,8.0,,,Tesla
3432,MA,,,2.0,
3433,MI,8.0,,,Tesla
3434,OH,,,2.0,
3435,OR,,,1.0,
3436,SD,4.0,,,Tesla
3437,TX,6.0,,,Tesla
3438,TX,6.0,,,Tesla
3439,VA,,,1.0,
3440,VT,,,2.0,ChargePoint Network
3441,WA,,,1.0,
3442,WI,,,1.0,
3443,CA,,,2.0,
3444,CA,,,1.0,
3445,CA,,,2.0,
3446,MN,1.0,,1.0,
3447,WI,,,1.0,
3448,HI,,,1.0,
3449,ID,,,1.0,
3450,IL,4.0,,,Tesla
3451,IN,6.0,,,Tesla
3452,IN,6.0,,,Tesla
3453,MD,,,1.0,
3454,MD,,,4.0,
3455,MD,,,1.0,
3456,MI,,,1.0,
3457,MN,,,1.0,
3458,MN,,,1.0,
3459,MN,,,1.0,
3460,MN,,,1.0,
3461,MN,,,1.0,
3462,MN,6.0,,,Tesla
3463,NC,,,1.0,
3464,NC,,,2.0,
3465,NC,8.0,,,Tesla
3466,NC,,,2.0,
3467,NV,,,4.0,
3468,NY,,,2.0,
3469,CA,,,2.0,Tesla
3470,CA,,,1.0,
3471,CA,,,1.0,
3472,CA,,,1.0,
3473,CA,,,2.0,Tesla
3474,CA,,,2.0,
3475,CA,,,1.0,
3476,CA,,,19.0,
3477,CA,,,2.0,
3478,CA,,,2.0,
3479,CA,,,2.0,
3480,CA,,,2.0,
3481,CA,,,1.0,
3482,CA,,,1.0,
3483,CA,8.0,,,Tesla
3484,CA,,,2.0,
3485,CA,,,2.0,
3486,CO,,1.0,1.0,
3487,CO,,1.0,1.0,
3488,CO,,1.0,1.0,
3489,CO,,,1.0,
3490,CO,,,2.0,
3491,FL,,,1.0,
3492,FL,,,2.0,
3493,FL,,,1.0,
3494,FL,6.0,,,Tesla
3495,VA,,,1.0,
3496,VA,,,1.0,
3497,VA,,,2.0,
3498,VA,,,2.0,
3499,VA,,,2.0,
3500,VA,,,1.0,
3501,VA,,,2.0,
3502,VA,,,1.0,
3503,WA,5.0,,,Tesla
3504,WA,,,2.0,
3505,WI,6.0,,,Tesla
3506,WI,6.0,,,Tesla
3507,WY,4.0,,,Tesla
3508,NY,4.0,,,Tesla
3509,NY,,,2.0,
3510,NY,,,1.0,
3511,OH,,,1.0,
3512,OK,,,1.0,
3513,OR,6.0,,,Tesla
3514,OR,,,1.0,
3515,SC,6.0,,,Tesla
3516,SD,6.0,,,Tesla
3517,SD,4.0,,,Tesla
3518,TN,,2.0,2.0,
3519,TN,,,2.0,
3520,TX,,,2.0,
3521,TX,,,2.0,
3522,TX,,,2.0,
3523,VA,,4.0,2.0,
3524,VA,,,2.0,
3525,VA,,4.0,2.0,
3526,VA,,,2.0,
3527,VA,,,2.0,
3528,VA,,,1.0,
3529,VA,,,1.0,
3530,VA,,,2.0,
3531,VA,,,1.0,
3532,VA,,,2.0,
3533,VA,1.0,,1.0,
3534,VA,,,2.0,SemaCharge Network
3535,VA,,,2.0,
3536,NE,,,2.0,ChargePoint Network
3537,CO,,15.0,10.0,
3538,CO,,,2.0,
3539,CO,,,2.0,
3540,CO,,,1.0,
3541,GA,,,4.0,Tesla
3542,MI,,,4.0,
3543,OR,,,1.0,
3544,CA,2.0,,,
3545,TX,,,2.0,ChargePoint Network
3546,WA,,,2.0,ChargePoint Network
3547,MD,,,6.0,ChargePoint Network
3548,MA,,,4.0,ChargePoint Network
3549,IL,,,2.0,ChargePoint Network
3550,IL,,,2.0,ChargePoint Network
3551,IL,,,2.0,ChargePoint Network
3552,IL,,,2.0,ChargePoint Network
3553,CA,,,8.0,ChargePoint Network
3554,NY,,,4.0,ChargePoint Network
3555,NY,,,1.0,ChargePoint Network
3556,CA,,,2.0,ChargePoint Network
3557,MN,,,2.0,ChargePoint Network
3558,IL,,,1.0,ChargePoint Network
3559,IL,,,2.0,ChargePoint Network
3560,CA,,,2.0,ChargePoint Network
3561,CA,,,2.0,ChargePoint Network
3562,MD,,,2.0,ChargePoint Network
3563,MD,,,2.0,ChargePoint Network
3564,WA,,,2.0,ChargePoint Network
3565,GA,,,2.0,ChargePoint Network
3566,CA,,1.0,2.0,ChargePoint Network
3567,CA,,,3.0,ChargePoint Network
3568,CA,,,1.0,ChargePoint Network
3569,CA,,,2.0,ChargePoint Network
3570,IL,,,2.0,ChargePoint Network
3571,TX,,,2.0,ChargePoint Network
3572,IL,,,1.0,ChargePoint Network
3573,CA,,,1.0,ChargePoint Network
3574,CA,,,2.0,ChargePoint Network
3575,DC,,,2.0,ChargePoint Network
3576,CA,,,6.0,ChargePoint Network
3577,CA,,2.0,2.0,ChargePoint Network
3578,CA,,,1.0,ChargePoint Network
3579,CA,,,3.0,ChargePoint Network
3580,CA,,,8.0,ChargePoint Network
3581,WA,,,2.0,ChargePoint Network
3582,NY,,1.0,1.0,ChargePoint Network
3583,NY,,,2.0,ChargePoint Network
3584,NY,,,1.0,ChargePoint Network
3585,NY,,,2.0,ChargePoint Network
3586,NY,,,2.0,ChargePoint Network
3587,NY,,,2.0,ChargePoint Network
3588,NY,,,1.0,ChargePoint Network
3589,NY,,,1.0,ChargePoint Network
3590,DC,,,1.0,ChargePoint Network
3591,NY,,,1.0,ChargePoint Network
3592,MD,,,1.0,ChargePoint Network
3593,NY,,1.0,1.0,ChargePoint Network
3594,WA,,1.0,1.0,ChargePoint Network
3595,WA,,1.0,1.0,ChargePoint Network
3596,WA,,,4.0,ChargePoint Network
3597,CA,,,4.0,ChargePoint Network
3598,WA,,3.0,3.0,ChargePoint Network
3599,WA,,1.0,1.0,ChargePoint Network
3600,CA,,,4.0,ChargePoint Network
3601,CA,,,1.0,ChargePoint Network
3602,CA,,,1.0,ChargePoint Network
3603,CA,,,1.0,ChargePoint Network
3604,CA,,,1.0,ChargePoint Network
3605,CA,,,1.0,ChargePoint Network
3606,CA,,,1.0,ChargePoint Network
3607,CA,,,1.0,ChargePoint Network
3608,CA,,,1.0,ChargePoint Network
3609,CA,,,1.0,ChargePoint Network
3610,MN,,2.0,2.0,ChargePoint Network
3611,MI,,,2.0,ChargePoint Network
3612,CA,,,2.0,ChargePoint Network
3613,WA,,,5.0,ChargePoint Network
3614,WA,,,2.0,ChargePoint Network
3615,WA,,,1.0,ChargePoint Network
3616,NJ,,,1.0,ChargePoint Network
3617,CA,,,2.0,ChargePoint Network
3618,CA,,1.0,1.0,ChargePoint Network
3619,CA,,,3.0,ChargePoint Network
3620,MN,,,4.0,ChargePoint Network
3621,TX,,,4.0,ChargePoint Network
3622,TX,,,4.0,ChargePoint Network
3623,TX,,,2.0,ChargePoint Network
3624,DC,,1.0,1.0,ChargePoint Network
3625,DC,,2.0,2.0,ChargePoint Network
3626,DC,,2.0,2.0,ChargePoint Network
3627,DC,,2.0,2.0,ChargePoint Network
3628,FL,,,2.0,ChargePoint Network
3629,TX,,1.0,1.0,ChargePoint Network
3630,TX,,1.0,1.0,ChargePoint Network
3631,TX,,1.0,1.0,ChargePoint Network
3632,CA,,,4.0,ChargePoint Network
3633,NM,,1.0,1.0,ChargePoint Network
3634,MI,,2.0,2.0,ChargePoint Network
3635,OR,,2.0,2.0,ChargePoint Network
3636,IL,,2.0,2.0,ChargePoint Network
3637,CA,,2.0,2.0,ChargePoint Network
3638,IL,,2.0,2.0,ChargePoint Network
3639,IL,,3.0,3.0,ChargePoint Network
3640,NC,,,1.0,ChargePoint Network
3641,NC,,,1.0,ChargePoint Network
3642,NC,,,2.0,ChargePoint Network
3643,NC,,,1.0,ChargePoint Network
3644,WA,,1.0,3.0,ChargePoint Network
3645,IL,,,9.0,ChargePoint Network
3646,IL,,3.0,3.0,ChargePoint Network
3647,CO,,,1.0,ChargePoint Network
3648,TN,,,1.0,ChargePoint Network
3649,PA,,,1.0,ChargePoint Network
3650,MD,,1.0,1.0,ChargePoint Network
3651,WA,,1.0,1.0,ChargePoint Network
3652,AR,,1.0,1.0,ChargePoint Network
3653,OR,,1.0,1.0,ChargePoint Network
3654,IL,,2.0,2.0,ChargePoint Network
3655,NC,,1.0,1.0,ChargePoint Network
3656,MI,,1.0,1.0,ChargePoint Network
3657,MI,,1.0,1.0,ChargePoint Network
3658,NV,,,1.0,ChargePoint Network
3659,IN,,,3.0,ChargePoint Network
3660,MI,,,1.0,ChargePoint Network
3661,IL,,1.0,1.0,ChargePoint Network
3662,CA,,1.0,1.0,ChargePoint Network
3663,VA,,1.0,1.0,ChargePoint Network
3664,VA,,2.0,2.0,ChargePoint Network
3665,DC,,2.0,2.0,ChargePoint Network
3666,TX,,1.0,1.0,ChargePoint Network
3667,NY,,,2.0,ChargePoint Network
3668,IN,,,1.0,ChargePoint Network
3669,TX,,3.0,3.0,ChargePoint Network
3670,LA,,,4.0,ChargePoint Network
3671,NC,,,1.0,ChargePoint Network
3672,FL,,2.0,2.0,ChargePoint Network
3673,TX,,1.0,1.0,ChargePoint Network
3674,FL,,1.0,1.0,ChargePoint Network
3675,MA,,,11.0,ChargePoint Network
3676,MA,,,2.0,ChargePoint Network
3677,MN,,3.0,3.0,ChargePoint Network
3678,MA,,,2.0,ChargePoint Network
3679,WA,,,6.0,ChargePoint Network
3680,CA,,,20.0,ChargePoint Network
3681,CA,,1.0,1.0,ChargePoint Network
3682,WA,,,1.0,ChargePoint Network
3683,MO,,,2.0,ChargePoint Network
3684,CA,,,2.0,ChargePoint Network
3685,NY,,,2.0,ChargePoint Network
3686,NC,,,4.0,ChargePoint Network
3687,NV,,,4.0,ChargePoint Network
3688,MA,,,1.0,ChargePoint Network
3689,NV,,,4.0,ChargePoint Network
3690,NV,,,2.0,ChargePoint Network
3691,NV,,,2.0,ChargePoint Network
3692,NV,,,2.0,ChargePoint Network
3693,NV,,,2.0,ChargePoint Network
3694,NY,,,2.0,ChargePoint Network
3695,MA,,1.0,1.0,ChargePoint Network
3696,CA,,3.0,3.0,ChargePoint Network
3697,NV,,,2.0,ChargePoint Network
3698,NC,,,2.0,ChargePoint Network
3699,CA,,1.0,1.0,ChargePoint Network
3700,MI,,1.0,1.0,ChargePoint Network
3701,CA,,,2.0,ChargePoint Network
3702,CA,,,4.0,ChargePoint Network
3703,MI,,,2.0,ChargePoint Network
3704,MI,,,2.0,ChargePoint Network
3705,NE,,1.0,1.0,ChargePoint Network
3706,DC,,,1.0,ChargePoint Network
3707,NV,,,4.0,ChargePoint Network
3708,TN,,2.0,2.0,ChargePoint Network
3709,DC,,,2.0,ChargePoint Network
3710,NY,,,2.0,ChargePoint Network
3711,IL,,,2.0,ChargePoint Network
3712,MA,1.0,,,ChargePoint Network
3713,CT,1.0,,,ChargePoint Network
3714,NC,,,2.0,ChargePoint Network
3715,NY,,,2.0,ChargePoint Network
3716,NY,,,2.0,ChargePoint Network
3717,MI,,1.0,1.0,ChargePoint Network
3718,WI,,,2.0,ChargePoint Network
3719,CA,,,4.0,ChargePoint Network
3720,NY,,,2.0,ChargePoint Network
3721,RI,,,2.0,ChargePoint Network
3722,TX,,,4.0,ChargePoint Network
3723,NY,,,2.0,ChargePoint Network
3724,NY,,,2.0,ChargePoint Network
3725,NY,,,2.0,ChargePoint Network
3726,NY,,,2.0,ChargePoint Network
3727,NY,,,2.0,ChargePoint Network
3728,NY,,,2.0,ChargePoint Network
3729,NY,,,2.0,ChargePoint Network
3730,NY,,,2.0,ChargePoint Network
3731,NY,,,2.0,ChargePoint Network
3732,MI,,1.0,1.0,ChargePoint Network
3733,FL,,,2.0,ChargePoint Network
3734,FL,,,2.0,ChargePoint Network
3735,NV,,,4.0,ChargePoint Network
3736,CA,,,3.0,ChargePoint Network
3737,IL,,,2.0,ChargePoint Network
3738,CA,,,1.0,ChargePoint Network
3739,FL,,,2.0,ChargePoint Network
3740,VT,,,4.0,ChargePoint Network
3741,MI,,,2.0,ChargePoint Network
3742,CT,,,2.0,ChargePoint Network
3743,IL,,,2.0,ChargePoint Network
3744,NV,,,2.0,ChargePoint Network
3745,NV,,,4.0,ChargePoint Network
3746,TX,,,4.0,ChargePoint Network
3747,IL,1.0,,4.0,ChargePoint Network
3748,GA,,,4.0,ChargePoint Network
3749,CA,,,4.0,ChargePoint Network
3750,AZ,1.0,,2.0,ChargePoint Network
3751,NV,,,4.0,ChargePoint Network
3752,MN,,,2.0,ChargePoint Network
3753,AZ,,,2.0,ChargePoint Network
3754,NV,,,2.0,ChargePoint Network
3755,MA,,1.0,1.0,ChargePoint Network
3756,IL,,,2.0,ChargePoint Network
3757,IL,,,6.0,ChargePoint Network
3758,NV,,,2.0,ChargePoint Network
3759,CA,,,6.0,ChargePoint Network
3760,NV,,,2.0,ChargePoint Network
3761,CA,,,2.0,ChargePoint Network
3762,IL,,,2.0,ChargePoint Network
3763,OR,,,1.0,ChargePoint Network
3764,CA,1.0,,,ChargePoint Network
3765,NV,,,4.0,ChargePoint Network
3766,WA,,,1.0,SemaCharge Network
3767,WA,,,4.0,SemaCharge Network
3768,WA,,,2.0,SemaCharge Network
3769,WA,,,1.0,SemaCharge Network
3770,WA,,,1.0,SemaCharge Network
3771,WA,,,1.0,SemaCharge Network
3772,WA,,,1.0,SemaCharge Network
3773,OR,,,1.0,SemaCharge Network
3774,OR,,,2.0,SemaCharge Network
3775,OR,,,2.0,SemaCharge Network
3776,OR,,,2.0,SemaCharge Network
3777,UT,,,1.0,SemaCharge Network
3778,OH,,,2.0,SemaCharge Network
3779,DC,,,2.0,SemaCharge Network
3780,VA,,,2.0,SemaCharge Network
3781,FL,,,2.0,SemaCharge Network
3782,FL,,,2.0,SemaCharge Network
3783,FL,,,1.0,SemaCharge Network
3784,CA,,,5.0,ChargePoint Network
3785,WA,,10.0,,
3786,WA,,,1.0,
3787,WA,,,1.0,
3788,WA,,,1.0,
3789,WA,,,1.0,
3790,WA,,,1.0,
3791,FL,,,2.0,
3792,MI,,1.0,1.0,ChargePoint Network
3793,MO,,,2.0,ChargePoint Network
3794,NV,,,2.0,ChargePoint Network
3795,NM,,,1.0,ChargePoint Network
3796,WA,,,4.0,SemaCharge Network
3797,CA,,,1.0,ChargePoint Network
3798,GA,,,4.0,ChargePoint Network
3799,GA,,,4.0,ChargePoint Network
3800,TX,,,4.0,ChargePoint Network
3801,CA,,,1.0,ChargePoint Network
3802,IL,,,2.0,ChargePoint Network
3803,TX,,,2.0,ChargePoint Network
3804,NV,,,2.0,ChargePoint Network
3805,CA,,,5.0,ChargePoint Network
3806,MD,,,5.0,SemaCharge Network
3807,FL,,,2.0,ChargePoint Network
3808,FL,,,2.0,ChargePoint Network
3809,FL,,,2.0,ChargePoint Network
3810,CA,,,4.0,ChargePoint Network
3811,NV,,,4.0,ChargePoint Network
3812,CA,,,4.0,
3813,AZ,4.0,,,Tesla
3814,AZ,4.0,,,Tesla
3815,AZ,6.0,,,Tesla
3816,CO,6.0,,,Tesla
3817,NM,4.0,,,Tesla
3818,NM,4.0,,,Tesla
3819,UT,4.0,,,Tesla
3820,UT,4.0,,,Tesla
3821,WY,4.0,,,Tesla
3822,GA,6.0,,,Tesla
3823,MD,,,1.0,Tesla
3824,MD,6.0,,,Tesla
3825,MN,4.0,,,Tesla
3826,NC,4.0,,,Tesla
3827,NY,4.0,,2.0,Tesla
3828,OH,6.0,,,Tesla
3829,OH,6.0,,,Tesla
3830,PA,6.0,,,Tesla
3831,RI,8.0,,,Tesla
3832,WI,3.0,,,Tesla
3833,CA,1.0,,,
3834,NY,,,2.0,ChargePoint Network
3835,CA,,,14.0,ChargePoint Network
3836,CA,,,56.0,ChargePoint Network
3837,CA,,,2.0,ChargePoint Network
3838,CA,,,2.0,ChargePoint Network
3839,NV,,1.0,1.0,ChargePoint Network
3840,MA,1.0,,,ChargePoint Network
3841,CA,1.0,,,ChargePoint Network
3842,IL,,,2.0,ChargePoint Network
3843,OH,,,2.0,ChargePoint Network
3844,CA,,,2.0,ChargePoint Network
3845,NV,,,1.0,ChargePoint Network
3846,FL,,,1.0,ChargePoint Network
3847,GA,,,2.0,
3848,CA,,,6.0,
3849,CA,,1.0,1.0,
3850,CA,,1.0,1.0,OpConnect
3851,ID,,,2.0,
3852,CA,,,9.0,Tesla
3853,KY,,,2.0,
3854,NJ,,,1.0,Greenlots
3855,CA,1.0,,4.0,
3856,NV,,2.0,,
3857,CT,,,2.0,SemaCharge Network
3858,TX,,,3.0,ChargePoint Network
3859,TX,,,2.0,ChargePoint Network
3860,CA,,,1.0,
3861,WA,,,1.0,
3862,WA,,,2.0,ChargePoint Network
3863,CA,,,4.0,ChargePoint Network
3864,CA,,,8.0,ChargePoint Network
3865,CO,,,2.0,ChargePoint Network
3866,CA,,,9.0,ChargePoint Network
3867,NC,,,2.0,
3868,CA,,,4.0,SemaCharge Network
3869,MD,,,1.0,ChargePoint Network
3870,MO,,,2.0,ChargePoint Network
3871,CA,,,4.0,ChargePoint Network
3872,MN,,,1.0,
3873,MN,,2.0,,
3874,MN,,,1.0,
3875,MN,,1.0,1.0,
3876,MN,,1.0,,
3877,PA,,,2.0,ChargePoint Network
3878,MA,,,2.0,ChargePoint Network
3879,CA,,,5.0,ChargePoint Network
3880,CA,,,8.0,ChargePoint Network
3881,WA,,,4.0,ChargePoint Network
3882,CA,,,2.0,ChargePoint Network
3883,CA,,,2.0,ChargePoint Network
3884,TX,,,4.0,ChargePoint Network
3885,UT,1.0,,1.0,
3886,LA,,2.0,2.0,ChargePoint Network
3887,FL,,,2.0,ChargePoint Network
3888,TX,,,2.0,ChargePoint Network
3889,CA,,,6.0,ChargePoint Network
3890,NV,,,2.0,ChargePoint Network
3891,AZ,8.0,,,Tesla
3892,WI,6.0,,,Tesla
3893,WI,8.0,,,Tesla
3894,OH,,,2.0,ChargePoint Network
3895,CA,,2.0,10.0,ChargePoint Network
3896,TX,,,6.0,ChargePoint Network
3897,AZ,,,2.0,ChargePoint Network
3898,CT,,,2.0,ChargePoint Network
3899,CA,1.0,,,ChargePoint Network
3900,WA,1.0,,4.0,ChargePoint Network
3901,CA,,,1.0,ChargePoint Network
3902,CA,,,4.0,ChargePoint Network
3903,CO,,,4.0,ChargePoint Network
3904,NC,,,2.0,ChargePoint Network
3905,NC,,,2.0,ChargePoint Network
3906,IL,,,2.0,ChargePoint Network
3907,CA,,,2.0,ChargePoint Network
3908,SC,,,2.0,ChargePoint Network
3909,CA,,,1.0,
3910,CA,,1.0,,
3911,NY,,,2.0,ChargePoint Network
3912,PA,,,2.0,ChargePoint Network
3913,PA,,,2.0,ChargePoint Network
3914,WI,,,2.0,ChargePoint Network
3915,WA,,,2.0,ChargePoint Network
3916,TX,,1.0,1.0,ChargePoint Network
3917,NY,,,2.0,ChargePoint Network
3918,NM,,,2.0,ChargePoint Network
3919,RI,,,2.0,ChargePoint Network
3920,CA,,13.0,61.0,ChargePoint Network
3921,CA,,,1.0,ChargePoint Network
3922,NV,,1.0,1.0,ChargePoint Network
3923,WI,,,2.0,ChargePoint Network
3924,WI,,,2.0,ChargePoint Network
3925,PA,,,2.0,ChargePoint Network
3926,FL,,,2.0,ChargePoint Network
3927,TX,,,2.0,ChargePoint Network
3928,TX,,,8.0,ChargePoint Network
3929,WI,,1.0,,
3930,MN,,1.0,,
3931,WI,,1.0,,
3932,WI,,1.0,,
3933,MN,,1.0,,
3934,WI,,1.0,,
3935,WI,,1.0,,
3936,WI,,1.0,,
3937,WI,,1.0,,
3938,WI,,1.0,,
3939,WI,,1.0,,
3940,MN,,1.0,,
3941,WI,,1.0,,
3942,WI,,1.0,,
3943,MN,,1.0,,
3944,NY,,,2.0,ChargePoint Network
3945,MA,,,2.0,ChargePoint Network
3946,CA,,,2.0,ChargePoint Network
3947,IL,,,4.0,ChargePoint Network
3948,WI,,,2.0,SemaCharge Network
3949,PA,,,2.0,SemaCharge Network
3950,IL,,,2.0,ChargePoint Network
3951,IL,,,2.0,ChargePoint Network
3952,CA,,,2.0,ChargePoint Network
3953,NV,,,2.0,ChargePoint Network
3954,NV,6.0,,,Tesla
3955,IL,4.0,,,Tesla
3956,NV,,,2.0,ChargePoint Network
3957,IN,,,1.0,ChargePoint Network
3958,IN,,,2.0,ChargePoint Network
3959,CA,,,4.0,ChargePoint Network
3960,PA,,,2.0,ChargePoint Network
3961,WY,,,1.0,ChargePoint Network
3962,GA,,,2.0,ChargePoint Network
3963,MO,,,2.0,ChargePoint Network
3964,NY,,,2.0,ChargePoint Network
3965,MD,,,1.0,SemaCharge Network
3966,TX,,,2.0,SemaCharge Network
3967,VT,,,2.0,ChargePoint Network
3968,CO,,,2.0,ChargePoint Network
3969,FL,,,2.0,ChargePoint Network
3970,CA,,,2.0,ChargePoint Network
3971,GA,,,2.0,ChargePoint Network
3972,CA,,,2.0,SemaCharge Network
3973,WA,,,6.0,ChargePoint Network
3974,CA,,,2.0,ChargePoint Network
3975,OH,,,2.0,ChargePoint Network
3976,MO,,,1.0,
3977,VA,,67.0,,
3978,NM,,20.0,,
3979,NV,,1.0,2.0,ChargePoint Network
3980,TX,,1.0,1.0,ChargePoint Network
3981,SC,,,2.0,ChargePoint Network
3982,CO,,,2.0,ChargePoint Network
3983,CA,,,2.0,ChargePoint Network
3984,CA,,,4.0,ChargePoint Network
3985,IL,,,1.0,
3986,WA,,,1.0,
3987,FL,1.0,,1.0,Tesla
3988,CA,,,2.0,
3989,WI,,,2.0,
3990,OH,,,2.0,
3991,CA,2.0,,1.0,Greenlots
3992,CO,4.0,,2.0,Tesla
3993,NC,8.0,,,Tesla
3994,WA,,,2.0,SemaCharge Network
3995,OR,,,1.0,SemaCharge Network
3996,NY,,,4.0,ChargePoint Network
3997,CA,,1.0,1.0,ChargePoint Network
3998,NY,,,2.0,ChargePoint Network
3999,FL,,,2.0,ChargePoint Network
4000,NC,,,2.0,ChargePoint Network
4001,NV,,,2.0,ChargePoint Network
4002,NV,,,1.0,ChargePoint Network
4003,CA,,,5.0,ChargePoint Network
4004,NV,,,4.0,ChargePoint Network
4005,CT,,,2.0,
4006,CT,,,2.0,
4007,CT,,,1.0,
4008,CT,,,1.0,
4009,CT,,,1.0,
4010,CT,,,1.0,
4011,CT,,,2.0,
4012,PA,,,2.0,SemaCharge Network
4013,CA,,,4.0,ChargePoint Network
4014,TX,1.0,,,ChargePoint Network
4015,NC,,,2.0,ChargePoint Network
4016,NY,,,2.0,ChargePoint Network
4017,NY,,,2.0,ChargePoint Network
4018,NH,,,3.0,Tesla
4019,NH,,,1.0,
4020,NH,,,1.0,
4021,NH,,,1.0,
4022,NH,,,2.0,
4023,NH,,,1.0,
4024,WA,,,2.0,SemaCharge Network
4025,FL,,,2.0,ChargePoint Network
4026,MA,,,2.0,ChargePoint Network
4027,CA,,,2.0,ChargePoint Network
4028,TX,,,2.0,ChargePoint Network
4029,WA,,,1.0,
4030,IN,,,1.0,
4031,KY,,,2.0,
4032,FL,,,2.0,ChargePoint Network
4033,FL,,,2.0,ChargePoint Network
4034,NJ,,,2.0,ChargePoint Network
4035,FL,1.0,,,ChargePoint Network
4036,PA,,,2.0,SemaCharge Network
4037,GA,,,1.0,ChargePoint Network
4038,GA,,,4.0,ChargePoint Network
4039,FL,,2.0,2.0,ChargePoint Network
4040,CA,,,2.0,ChargePoint Network
4041,GA,,,4.0,ChargePoint Network
4042,CA,1.0,15.0,,Greenlots
4043,CA,1.0,,19.0,Greenlots
4044,HI,,,8.0,ChargePoint Network
4045,GA,,,2.0,ChargePoint Network
4046,NC,,,2.0,ChargePoint Network
4047,CA,,,21.0,ChargePoint Network
4048,TX,,10.0,10.0,
4049,CA,,10.0,,
4050,VA,,5.0,,
4051,TX,,2.0,2.0,
4052,VA,,2.0,,
4053,CT,,,2.0,ChargePoint Network
4054,CT,1.0,,1.0,
4055,MD,,,1.0,
4056,PA,,,1.0,
4057,VT,,,1.0,
4058,PA,,,1.0,
4059,PA,,,1.0,
4060,TX,,,2.0,ChargePoint Network
4061,FL,,,2.0,ChargePoint Network
4062,FL,,,2.0,ChargePoint Network
4063,OR,,,4.0,ChargePoint Network
4064,WA,,,2.0,ChargePoint Network
4065,GA,,,2.0,ChargePoint Network
4066,NJ,,,2.0,ChargePoint Network
4067,MO,1.0,,,ChargePoint Network
4068,MN,,,18.0,ChargePoint Network
4069,MN,,,4.0,ChargePoint Network
4070,MN,,,4.0,ChargePoint Network
4071,MN,,,2.0,ChargePoint Network
4072,MN,,,2.0,ChargePoint Network
4073,CA,,1.0,1.0,ChargePoint Network
4074,OR,,,4.0,ChargePoint Network
4075,CO,,,2.0,ChargePoint Network
4076,FL,1.0,,,ChargePoint Network
4077,AZ,8.0,,,Tesla
4078,UT,4.0,,,Tesla
4079,CT,6.0,,,Tesla
4080,CT,4.0,,,Tesla
4081,MN,,,1.0,
4082,MN,,,1.0,
4083,WV,,,1.0,
4084,IA,,,1.0,
4085,IL,,,1.0,
4086,CA,,,2.0,SemaCharge Network
4087,CA,,,2.0,ChargePoint Network
4088,WA,1.0,,,ChargePoint Network
4089,TX,,,2.0,ChargePoint Network
4090,OR,1.0,,,ChargePoint Network
4091,CO,,,2.0,ChargePoint Network
4092,MA,1.0,,,ChargePoint Network
4093,IL,,,1.0,ChargePoint Network
4094,CA,1.0,,,ChargePoint Network
4095,PA,1.0,,,ChargePoint Network
4096,WA,1.0,,,ChargePoint Network
4097,WA,,,2.0,SemaCharge Network
4098,WA,,,2.0,SemaCharge Network
4099,CA,,,2.0,SemaCharge Network
4100,CO,,,2.0,ChargePoint Network
4101,NY,,,4.0,ChargePoint Network
4102,NY,,,4.0,ChargePoint Network
4103,NY,,,4.0,ChargePoint Network
4104,NY,,,2.0,ChargePoint Network
4105,NY,,,4.0,ChargePoint Network
4106,CA,,,4.0,ChargePoint Network
4107,UT,,,4.0,ChargePoint Network
4108,FL,1.0,,,ChargePoint Network
4109,CA,,,4.0,ChargePoint Network
4110,CA,,,2.0,ChargePoint Network
4111,CA,,,4.0,ChargePoint Network
4112,CA,,,2.0,ChargePoint Network
4113,CA,,,6.0,ChargePoint Network
4114,NY,,,2.0,ChargePoint Network
4115,CA,,2.0,6.0,ChargePoint Network
4116,DC,,,20.0,
4117,CA,,,2.0,ChargePoint Network
4118,CA,,,6.0,ChargePoint Network
4119,CO,,,2.0,ChargePoint Network
4120,CA,,,2.0,ChargePoint Network
4121,IL,,,2.0,ChargePoint Network
4122,AZ,,,2.0,SemaCharge Network
4123,CA,,,4.0,ChargePoint Network
4124,IL,,,2.0,ChargePoint Network
4125,CA,1.0,,2.0,ChargePoint Network
4126,FL,,,2.0,ChargePoint Network
4127,CA,1.0,,,ChargePoint Network
4128,CA,,,2.0,ChargePoint Network
4129,NY,,,4.0,ChargePoint Network
4130,TN,,,2.0,ChargePoint Network
4131,PA,,,2.0,ChargePoint Network
4132,TN,,,2.0,ChargePoint Network
4133,IL,,,6.0,ChargePoint Network
4134,MO,1.0,,,ChargePoint Network
4135,CA,,,4.0,ChargePoint Network
4136,HI,,,1.0,
4137,HI,,,2.0,
4138,HI,,,2.0,
4139,HI,,,2.0,
4140,HI,4.0,,,
4141,HI,6.0,,,
4142,HI,4.0,,,
4143,HI,4.0,,,
4144,HI,4.0,,,
4145,HI,,,3.0,
4146,HI,,,2.0,
4147,HI,,,1.0,
4148,HI,,,1.0,OpConnect
4149,HI,,,1.0,OpConnect
