,State,DC Fast Charge,Level 1,Level 2,EV Network
4587,ME,,2.0,2.0,
4588,MT,4.0,,,Tesla
4589,GA,,,2.0,SemaCharge Network
4590,MA,,,2.0,ChargePoint Network
4591,WI,,,1.0,SemaCharge Network
4592,CA,1.0,,,ChargePoint Network
4593,TN,,,2.0,ChargePoint Network
4594,MN,,,2.0,ChargePoint Network
4595,FL,,,4.0,ChargePoint Network
4596,WA,,,2.0,ChargePoint Network
4597,MI,,,1.0,
4598,MI,,,1.0,
4599,FL,,4.0,4.0,ChargePoint Network
4600,NY,,,2.0,ChargePoint Network
4601,NY,,,2.0,ChargePoint Network
4602,TN,,,2.0,ChargePoint Network
4603,IL,,,6.0,ChargePoint Network
4604,AL,,,1.0,ChargePoint Network
4605,OR,,,2.0,ChargePoint Network
4606,TX,,,3.0,SemaCharge Network
4607,TN,,1.0,1.0,ChargePoint Network
4608,TX,,,1.0,ChargePoint Network
4609,UT,,,8.0,ChargePoint Network
4610,MD,,,2.0,ChargePoint Network
4611,SC,1.0,,,
4612,SC,,,2.0,
4613,SC,,,2.0,
4614,NC,,,1.0,
4615,CT,,1.0,2.0,Tesla
4616,CO,,,2.0,
4617,ME,,,1.0,
4618,OH,,,2.0,
4619,CA,,,1.0,
4620,CA,,,4.0,ChargePoint Network
4621,CA,,,1.0,ChargePoint Network
4622,CA,,1.0,1.0,ChargePoint Network
4623,NY,,,2.0,ChargePoint Network
4624,NY,,,2.0,ChargePoint Network
4625,NY,,,2.0,ChargePoint Network
4626,CA,,,1.0,ChargePoint Network
4627,TN,,,3.0,ChargePoint Network
4628,AL,,,2.0,ChargePoint Network
4629,CA,,,4.0,SemaCharge Network
4630,CA,,,2.0,ChargePoint Network
4631,CA,,,3.0,ChargePoint Network
4632,CA,,,4.0,ChargePoint Network
4633,CO,,,6.0,ChargePoint Network
4634,FL,,,1.0,
4635,NY,,,2.0,ChargePoint Network
4636,KS,,,6.0,ChargePoint Network
4637,WI,,,2.0,ChargePoint Network
4638,CT,,,2.0,ChargePoint Network
4639,IL,,,2.0,ChargePoint Network
4640,FL,,,4.0,ChargePoint Network
4641,OR,5.0,,,Tesla
4642,UT,4.0,,,Tesla
4643,VA,6.0,,,Tesla
4644,TN,,2.0,2.0,ChargePoint Network
4645,NY,,,2.0,ChargePoint Network
4646,CA,,1.0,1.0,ChargePoint Network
4647,VA,,,5.0,ChargePoint Network
4648,NH,,,1.0,
4649,WA,,,2.0,
4650,CT,,,2.0,
4651,CA,,,2.0,Tesla
4652,AL,2.0,,,
4653,CA,,,3.0,
4654,CA,2.0,,,Greenlots
4655,OR,2.0,,,OpConnect
4656,OR,2.0,,1.0,OpConnect
4657,OR,2.0,,1.0,OpConnect
4658,OR,2.0,,1.0,OpConnect
4659,OR,2.0,,1.0,OpConnect
4660,ME,,,2.0,
4661,CA,,,2.0,ChargePoint Network
4662,WI,,,2.0,ChargePoint Network
4663,MN,,,4.0,ChargePoint Network
4664,CA,,,2.0,ChargePoint Network
4665,CA,,,2.0,ChargePoint Network
4666,CA,,,2.0,ChargePoint Network
4667,CA,,,4.0,ChargePoint Network
4668,VA,,,2.0,ChargePoint Network
4669,NJ,,,2.0,ChargePoint Network
4670,FL,,,3.0,ChargePoint Network
4671,CA,,,2.0,ChargePoint Network
4672,MI,,,1.0,ChargePoint Network
4673,VT,,,2.0,ChargePoint Network
4674,GA,,,2.0,ChargePoint Network
4675,CO,,,4.0,
4676,TN,1.0,,,
4677,CA,,,5.0,ChargePoint Network
4678,TN,,,2.0,ChargePoint Network
4679,CA,,,2.0,
4680,CA,,,6.0,
4681,CA,,,3.0,
4682,CA,,,5.0,
4683,CA,,,1.0,
4684,CA,,,4.0,
4685,CA,,,6.0,
4686,CA,,,4.0,
4687,CA,,,3.0,
4688,CA,,,4.0,
4689,CA,,,4.0,
4690,CA,,,4.0,
4691,CA,,,2.0,
4692,CA,,,2.0,
4693,CA,,,3.0,
4694,CA,,,2.0,
4695,CA,,,2.0,
4696,CA,,,2.0,
4697,CA,,,2.0,
4698,CA,,,2.0,
4699,CA,,,4.0,
4700,CA,,,2.0,SemaCharge Network
4701,CA,,,2.0,SemaCharge Network
4702,CA,,,2.0,SemaCharge Network
4703,CA,,,2.0,SemaCharge Network
4704,CA,,,4.0,ChargePoint Network
4705,CA,,,4.0,ChargePoint Network
4706,CA,,,2.0,ChargePoint Network
4707,WA,,,2.0,ChargePoint Network
4708,CA,,,2.0,ChargePoint Network
4709,CA,,,1.0,
4710,WA,,,2.0,SemaCharge Network
4711,VA,,,2.0,SemaCharge Network
4712,CO,,,4.0,ChargePoint Network
4713,WA,,,2.0,ChargePoint Network
4714,CA,6.0,,,Tesla
4715,FL,6.0,,,Tesla
4716,NJ,8.0,,,Tesla
4717,IL,,,2.0,ChargePoint Network
4718,IL,,,2.0,ChargePoint Network
4719,IL,,,2.0,ChargePoint Network
4720,IL,,,1.0,ChargePoint Network
4721,IL,,,2.0,ChargePoint Network
4722,IL,,,2.0,ChargePoint Network
4723,IL,,,1.0,ChargePoint Network
4724,NY,,,1.0,
4725,IL,,,2.0,ChargePoint Network
4726,CA,,,4.0,ChargePoint Network
4727,IL,,,1.0,ChargePoint Network
4728,IL,,,1.0,ChargePoint Network
4729,IL,,,1.0,ChargePoint Network
4730,MI,1.0,,,ChargePoint Network
4731,CA,,,2.0,ChargePoint Network
4732,CO,,,2.0,ChargePoint Network
4733,CA,,,3.0,ChargePoint Network
4734,CA,,,4.0,EV Connect
4735,CA,,,12.0,EV Connect
4736,CA,,,4.0,EV Connect
4737,CA,,,4.0,EV Connect
4738,CA,,,4.0,EV Connect
4739,CT,1.0,,2.0,
4740,CT,,,1.0,
4741,CT,,,1.0,
4742,CO,2.0,,2.0,
4743,CA,,,2.0,Tesla
4744,SC,,,1.0,
4745,CO,,,2.0,ChargePoint Network
4746,WA,,,2.0,ChargePoint Network
4747,CA,,,7.0,ChargePoint Network
4748,IL,,,2.0,ChargePoint Network
4749,NY,,,2.0,ChargePoint Network
4750,TX,,,8.0,ChargePoint Network
4751,MA,,,4.0,ChargePoint Network
4752,CA,,,4.0,ChargePoint Network
4753,IN,,,2.0,ChargePoint Network
4754,CA,,,2.0,ChargePoint Network
4755,IL,,1.0,3.0,ChargePoint Network
4756,MD,,,2.0,ChargePoint Network
4757,CT,,,2.0,ChargePoint Network
4758,CA,,,13.0,ChargePoint Network
4759,NY,,,4.0,ChargePoint Network
4760,FL,,,2.0,ChargePoint Network
4761,FL,,,4.0,ChargePoint Network
4762,IL,,,1.0,ChargePoint Network
4763,NC,,,4.0,ChargePoint Network
4764,LA,,,2.0,ChargePoint Network
4765,OK,,,2.0,ChargePoint Network
4766,TX,,,2.0,ChargePoint Network
4767,CO,,,1.0,
4768,GA,,17.0,,
4769,IL,,,4.0,
4770,NC,,,1.0,
4771,NH,,,1.0,
4772,KS,,,1.0,
4773,NY,,,2.0,SemaCharge Network
4774,KS,,,1.0,
4775,MD,,,2.0,ChargePoint Network
4776,TX,,,1.0,ChargePoint Network
4777,CA,,,2.0,ChargePoint Network
4778,CA,,,2.0,ChargePoint Network
4779,KS,,,2.0,ChargePoint Network
4780,CA,,,2.0,ChargePoint Network
4781,CA,,,4.0,ChargePoint Network
4782,VA,,,1.0,ChargePoint Network
4783,MI,,,2.0,ChargePoint Network
4784,GA,,,2.0,ChargePoint Network
4785,NC,,,6.0,ChargePoint Network
4786,NC,,,2.0,ChargePoint Network
4787,MD,,,2.0,ChargePoint Network
4788,GA,,,2.0,ChargePoint Network
4789,NC,,,2.0,ChargePoint Network
4790,CO,,,2.0,ChargePoint Network
4791,WA,1.0,,,ChargePoint Network
4792,WA,,,2.0,ChargePoint Network
4793,MA,,1.0,1.0,
4794,NY,,,2.0,ChargePoint Network
4795,CA,,1.0,1.0,ChargePoint Network
4796,CA,,1.0,1.0,ChargePoint Network
4797,HI,,,1.0,ChargePoint Network
4798,NY,,,4.0,ChargePoint Network
4799,CA,,,2.0,ChargePoint Network
4800,TX,,,4.0,ChargePoint Network
4801,NC,,,2.0,ChargePoint Network
4802,WA,,,2.0,ChargePoint Network
4803,VA,2.0,,1.0,Greenlots
4804,VA,,,2.0,
4805,VA,2.0,,3.0,Greenlots
4806,VA,2.0,,,
4807,TN,6.0,,,Tesla
4808,CA,,,2.0,ChargePoint Network
4809,CA,,,8.0,ChargePoint Network
4810,CA,,,2.0,ChargePoint Network
4811,CA,,,2.0,ChargePoint Network
4812,PA,,,1.0,ChargePoint Network
4813,CO,1.0,,1.0,
4814,VA,,,1.0,
4815,NC,,,1.0,
4816,MA,,2.0,,
4817,CA,,,1.0,
4818,CO,,,1.0,
4819,CO,,,1.0,
4820,VA,,1.0,,
4821,AR,,,1.0,
4822,FL,,,2.0,SemaCharge Network
4823,FL,,,2.0,SemaCharge Network
4824,TX,,,4.0,ChargePoint Network
4825,CO,,,1.0,
4826,HI,,,1.0,
4827,KS,,,1.0,
4828,GA,,,2.0,ChargePoint Network
4829,CA,,,6.0,ChargePoint Network
4830,WA,,1.0,1.0,
4831,TN,1.0,,1.0,
4832,WA,1.0,,1.0,
4833,NV,,,2.0,ChargePoint Network
4834,NH,,,1.0,
4835,PA,,,2.0,Tesla
4836,IL,,,2.0,ChargePoint Network
4837,CA,,,2.0,
4838,CA,,,2.0,
4839,NY,,,2.0,
4840,NY,,,3.0,
4841,CA,,,2.0,ChargePoint Network
4842,MI,,,2.0,ChargePoint Network
4843,OK,,2.0,,
4844,OH,,,2.0,
4845,GA,,,1.0,
4846,GA,,,2.0,
4847,GA,,,1.0,
4848,GA,,,2.0,
4849,IN,,,1.0,
4850,IN,,,2.0,
4851,IN,,,3.0,
4852,IN,,,1.0,
4853,IN,,,1.0,
4854,IN,,,1.0,
4855,IN,,,1.0,
4856,CO,,,1.0,
4857,CA,,,2.0,SemaCharge Network
4858,WA,,,5.0,ChargePoint Network
4859,VT,,,2.0,ChargePoint Network
4860,AZ,,,1.0,ChargePoint Network
4861,CA,,,2.0,ChargePoint Network
4862,DC,,,1.0,ChargePoint Network
4863,CA,,,2.0,ChargePoint Network
4864,NY,,,2.0,ChargePoint Network
4865,MA,,,2.0,ChargePoint Network
4866,FL,,,2.0,ChargePoint Network
4867,GA,,,2.0,ChargePoint Network
4868,CA,,,4.0,ChargePoint Network
4869,FL,1.0,,,ChargePoint Network
4870,MI,,,1.0,ChargePoint Network
4871,CA,,,2.0,ChargePoint Network
4872,VT,,,2.0,ChargePoint Network
4873,MA,,,2.0,ChargePoint Network
4874,TX,,,2.0,ChargePoint Network
4875,WY,,,1.0,ChargePoint Network
4876,IA,,,1.0,
4877,OH,,,2.0,
4878,TN,,,2.0,
4879,FL,,,1.0,
4880,OH,,,2.0,
4881,NH,,,1.0,
4882,MA,1.0,,1.0,
4883,FL,,,1.0,
4884,IL,,,2.0,
4885,IL,,,1.0,
4886,MN,,,1.0,
4887,NC,,,2.0,
4888,SD,,,2.0,
4889,NY,,,2.0,
4890,NJ,,2.0,2.0,
4891,OK,,,2.0,
4892,PA,,,1.0,
4893,MI,,,2.0,
4894,IN,,,1.0,
4895,SC,,,2.0,ChargePoint Network
4896,PA,,,2.0,
4897,WI,,,2.0,
4898,CA,,,3.0,
4899,NY,,,1.0,
4900,NE,,,1.0,
4901,TX,,,2.0,
4902,NM,,,1.0,
4903,MI,,,1.0,
4904,MI,,,2.0,
4905,CA,,,2.0,
4906,CA,,,3.0,Tesla
4907,TX,,,1.0,
4908,IL,,,2.0,ChargePoint Network
4909,IL,,,2.0,ChargePoint Network
4910,NY,,,2.0,ChargePoint Network
4911,MA,,,4.0,SemaCharge Network
4912,MA,,,4.0,SemaCharge Network
4913,MA,,,4.0,SemaCharge Network
4914,MA,,,4.0,SemaCharge Network
4915,MA,,,4.0,SemaCharge Network
4916,MA,,,4.0,SemaCharge Network
4917,FL,,,2.0,SemaCharge Network
4918,NJ,,,2.0,ChargePoint Network
4919,NH,,1.0,2.0,
4920,WI,,,2.0,
4921,MI,,,1.0,
4922,CA,,,2.0,ChargePoint Network
4923,CA,,,18.0,ChargePoint Network
4924,CA,,,2.0,ChargePoint Network
4925,SC,,,2.0,
4926,CO,,,2.0,
4927,CA,1.0,,2.0,Tesla
4928,VT,,,2.0,
4929,MO,,,2.0,
4930,MO,,,2.0,
4931,CA,,,2.0,
4932,CA,,,4.0,
4933,CA,,,4.0,
4934,CA,,,2.0,
4935,CA,,,4.0,
4936,CA,,,2.0,
4937,MO,,2.0,2.0,
4938,TX,,,1.0,
4939,ME,,,2.0,
4940,MI,,,2.0,
4941,MA,,,4.0,SemaCharge Network
4942,MA,,,4.0,SemaCharge Network
4943,NC,,,2.0,ChargePoint Network
4944,CA,,,8.0,ChargePoint Network
4945,MD,,,2.0,ChargePoint Network
4946,CA,,,5.0,ChargePoint Network
4947,TX,,,2.0,ChargePoint Network
4948,FL,,1.0,1.0,ChargePoint Network
4949,WI,,1.0,3.0,ChargePoint Network
4950,MA,,,2.0,ChargePoint Network
4951,CA,,,1.0,ChargePoint Network
4952,FL,,,8.0,ChargePoint Network
4953,WA,,,2.0,ChargePoint Network
4954,WA,,,2.0,ChargePoint Network
4955,WA,,,2.0,ChargePoint Network
4956,CA,,,2.0,ChargePoint Network
4957,CA,,,4.0,ChargePoint Network
4958,IL,,,2.0,ChargePoint Network
4959,WI,,,2.0,ChargePoint Network
4960,TX,,,2.0,ChargePoint Network
4961,CA,,,18.0,ChargePoint Network
4962,MI,,,1.0,
4963,KS,,,1.0,
4964,MI,,,1.0,
4965,CA,,,4.0,
4966,CT,,,2.0,
4967,CT,,,1.0,
4968,CT,,,2.0,
4969,CT,,,1.0,
4970,CT,,,1.0,
4971,CA,,,2.0,ChargePoint Network
4972,MD,,,2.0,ChargePoint Network
4973,MD,,,2.0,ChargePoint Network
4974,VT,,,1.0,
4975,WA,,,1.0,SemaCharge Network
4976,KS,,,2.0,ChargePoint Network
4977,KS,,,2.0,ChargePoint Network
4978,KS,,,2.0,ChargePoint Network
4979,KS,,,2.0,ChargePoint Network
4980,FL,,,4.0,ChargePoint Network
4981,KS,,,2.0,ChargePoint Network
4982,KS,,,2.0,ChargePoint Network
4983,KS,,,2.0,ChargePoint Network
4984,KS,,,2.0,ChargePoint Network
4985,KS,,,2.0,ChargePoint Network
4986,VA,,,2.0,ChargePoint Network
4987,MA,,,3.0,ChargePoint Network
4988,MA,,,1.0,ChargePoint Network
4989,IA,,,2.0,
4990,PA,,,2.0,
4991,PA,,,2.0,
4992,PA,,,2.0,
4993,CA,,,4.0,
4994,CA,,,2.0,
4995,CA,,,2.0,
4996,CA,,,2.0,
4997,SC,,,2.0,
4998,NJ,,,1.0,SemaCharge Network
4999,NE,,,2.0,ChargePoint Network
5000,NE,,,2.0,ChargePoint Network
5001,PA,,,4.0,
5002,PA,,2.0,,
5003,IL,,,1.0,
5004,AZ,6.0,,,Tesla
5005,CA,10.0,,,Tesla
5006,CA,8.0,,,Tesla
5007,MT,4.0,,,Tesla
5008,FL,8.0,,,Tesla
5009,IN,8.0,,,Tesla
5010,VT,,,2.0,ChargePoint Network
5011,CA,,,1.0,ChargePoint Network
5012,WA,,,3.0,ChargePoint Network
5013,WA,,,1.0,ChargePoint Network
5014,CA,,,12.0,ChargePoint Network
5015,NV,,,2.0,ChargePoint Network
5016,FL,,,2.0,
5017,FL,,,4.0,
5018,CA,,,2.0,ChargePoint Network
5019,GA,,,4.0,ChargePoint Network
5020,MA,,,2.0,ChargePoint Network
5021,PA,,,1.0,
5022,NY,,,1.0,
5023,OH,,,2.0,
5024,TX,,,2.0,
5025,NH,,,1.0,
5026,PA,,,1.0,
5027,NY,,,6.0,
5028,MA,,,2.0,
5029,NY,,,3.0,
5030,NY,,,2.0,Tesla
5031,NY,,,1.0,
5032,NY,,,1.0,
5033,CA,,,3.0,ChargePoint Network
5034,CA,,,4.0,ChargePoint Network
5035,GA,,,2.0,ChargePoint Network
5036,GA,,,2.0,ChargePoint Network
5037,GA,,,4.0,ChargePoint Network
5038,CA,,,2.0,ChargePoint Network
5039,DC,,,2.0,SemaCharge Network
5040,KS,,,1.0,ChargePoint Network
5041,DC,,,2.0,SemaCharge Network
5042,PA,1.0,,,
5043,PA,1.0,,,
5044,MN,,1.0,,
5045,WI,,1.0,,
5046,WI,,1.0,,
5047,WI,,1.0,,
5048,MN,,1.0,,
5049,WI,,1.0,,
5050,WI,,1.0,,
5051,IA,,1.0,,
5052,MA,,,8.0,ChargePoint Network
5053,MA,,,4.0,ChargePoint Network
5054,MA,,,2.0,ChargePoint Network
5055,WA,,,2.0,ChargePoint Network
5056,WA,,,1.0,ChargePoint Network
5057,TX,,,1.0,ChargePoint Network
5058,TX,,1.0,1.0,ChargePoint Network
5059,IN,,,1.0,ChargePoint Network
5060,TX,,,1.0,ChargePoint Network
5061,CA,,,2.0,ChargePoint Network
5062,OR,,,4.0,ChargePoint Network
5063,NY,,,2.0,ChargePoint Network
5064,GA,,,2.0,ChargePoint Network
5065,MA,,,2.0,ChargePoint Network
5066,MA,,,2.0,ChargePoint Network
5067,CA,,,2.0,ChargePoint Network
5068,TX,,,2.0,ChargePoint Network
5069,OR,,,2.0,ChargePoint Network
5070,CA,,,2.0,ChargePoint Network
5071,TX,,,1.0,ChargePoint Network
5072,OH,,,2.0,
5073,NY,,,6.0,EV Connect
5074,GA,,,1.0,
5075,VA,,,2.0,
5076,WA,,,2.0,
5077,VT,,,4.0,
5078,AR,,,2.0,
5079,GA,,,1.0,
5080,GA,,,1.0,
5081,NY,,,1.0,
5082,NY,,,1.0,
5083,GA,,,2.0,ChargePoint Network
5084,NJ,,,2.0,ChargePoint Network
5085,CA,,,3.0,ChargePoint Network
5086,NY,,,2.0,ChargePoint Network
5087,WA,,,2.0,ChargePoint Network
5088,NY,,,4.0,ChargePoint Network
5089,CT,,,2.0,ChargePoint Network
5090,NY,,,2.0,ChargePoint Network
5091,NJ,,,2.0,ChargePoint Network
5092,TX,,,2.0,ChargePoint Network
5093,CO,,,2.0,ChargePoint Network
5094,NY,,,2.0,ChargePoint Network
5095,MD,,,2.0,ChargePoint Network
5096,OR,,,2.0,ChargePoint Network
5097,CT,,,2.0,ChargePoint Network
5098,NJ,,,2.0,ChargePoint Network
5099,AZ,,,1.0,ChargePoint Network
5100,CA,,,2.0,ChargePoint Network
5101,KY,,,2.0,ChargePoint Network
5102,IL,,,1.0,ChargePoint Network
5103,IL,,,1.0,ChargePoint Network
5104,IL,,,2.0,ChargePoint Network
5105,NY,,,2.0,ChargePoint Network
5106,MN,,2.0,2.0,ChargePoint Network
5107,IL,,,2.0,ChargePoint Network
5108,IL,,,1.0,ChargePoint Network
5109,IL,,,1.0,ChargePoint Network
5110,IL,,,2.0,ChargePoint Network
5111,NY,,,2.0,ChargePoint Network
5112,NY,,,4.0,ChargePoint Network
5113,CO,,,2.0,ChargePoint Network
5114,MA,,,3.0,ChargePoint Network
5115,MA,,,2.0,ChargePoint Network
5116,MA,,,1.0,ChargePoint Network
5117,CA,,,2.0,ChargePoint Network
5118,MA,,,1.0,ChargePoint Network
5119,TX,,,1.0,ChargePoint Network
5120,GA,,,2.0,ChargePoint Network
5121,IL,,,2.0,ChargePoint Network
5122,NJ,2.0,,14.0,ChargePoint Network
5123,IL,,,2.0,ChargePoint Network
5124,NJ,,,2.0,ChargePoint Network
5125,PA,,,2.0,
5126,PA,,,1.0,
5127,PA,,,2.0,
5128,PA,,,1.0,
5129,PA,,,2.0,
5130,PA,,,1.0,
5131,PA,,,1.0,
5132,PA,,,1.0,
5133,PA,,,2.0,
5134,PA,,,3.0,
5135,PA,,,1.0,
5136,PA,,,6.0,
5137,PA,,,6.0,
5138,PA,,,1.0,
5139,PA,,,2.0,
5140,PA,,,1.0,
5141,PA,,,1.0,
5142,PA,,,1.0,
5143,PA,,,2.0,
5144,PA,,,2.0,
5145,PA,,,1.0,
5146,PA,,,1.0,
5147,PA,,,1.0,
5148,CO,,,1.0,
5149,CT,,,2.0,SemaCharge Network
5150,OH,,,2.0,ChargePoint Network
5151,CA,,,3.0,ChargePoint Network
5152,CA,,,2.0,ChargePoint Network
5153,WA,,,2.0,ChargePoint Network
5154,CA,,,2.0,ChargePoint Network
5155,CA,,,2.0,ChargePoint Network
5156,NC,,1.0,,
5157,AR,,,2.0,
5158,AR,,,3.0,Tesla
5159,VA,1.0,,,
5160,CT,,,2.0,
5161,ID,,,1.0,
5162,NC,,,4.0,
5163,MN,,,1.0,
5164,MN,,,1.0,
5165,MN,,1.0,,
5166,MN,,,1.0,
5167,MN,1.0,,5.0,
5168,MN,,,3.0,Tesla
5169,MN,,,1.0,
5170,MN,,,2.0,
5171,MN,,,1.0,
5172,MN,,,2.0,
5173,MN,,,1.0,Tesla
5174,MN,,1.0,,
5175,MN,1.0,,3.0,
5176,MN,,,1.0,Tesla
5177,CA,,,2.0,
5178,CA,,,2.0,
5179,FL,,,4.0,ChargePoint Network
5180,NY,,,2.0,ChargePoint Network
5181,SC,,,2.0,ChargePoint Network
5182,CA,,,2.0,ChargePoint Network
5183,MA,,,2.0,ChargePoint Network
5184,CO,,,2.0,ChargePoint Network
5185,NY,,,2.0,SemaCharge Network
5186,CA,,,2.0,ChargePoint Network
5187,IL,,,2.0,ChargePoint Network
5188,TX,,2.0,2.0,ChargePoint Network
5189,MI,,,2.0,ChargePoint Network
5190,IL,,,2.0,ChargePoint Network
5191,IL,,,2.0,ChargePoint Network
5192,IL,,,1.0,ChargePoint Network
5193,MN,,2.0,2.0,ChargePoint Network
5194,CA,,,3.0,ChargePoint Network
5195,WA,,,2.0,ChargePoint Network
5196,NJ,,,5.0,ChargePoint Network
5197,MI,,,1.0,ChargePoint Network
5198,CA,,,1.0,
5199,WA,,,1.0,
5200,WA,,,1.0,
5201,MN,,,1.0,ChargePoint Network
5202,IL,,,2.0,ChargePoint Network
5203,WI,,,2.0,ChargePoint Network
5204,WA,,,1.0,SemaCharge Network
5205,MA,,,12.0,ChargePoint Network
5206,UT,,,2.0,ChargePoint Network
5207,CO,,,2.0,ChargePoint Network
5208,WI,,,2.0,ChargePoint Network
5209,MA,,,2.0,ChargePoint Network
5210,UT,,,2.0,
5211,KS,,,1.0,
5212,DC,,1.0,1.0,ChargePoint Network
5213,DC,,,2.0,ChargePoint Network
5214,DC,,2.0,2.0,ChargePoint Network
5215,DC,,2.0,2.0,ChargePoint Network
5216,TN,,,2.0,ChargePoint Network
5217,DC,,1.0,1.0,ChargePoint Network
5218,MA,,,6.0,ChargePoint Network
5219,CA,,6.0,1.0,
5220,IL,1.0,,,
5221,NH,,,1.0,
5222,CA,,,2.0,ChargePoint Network
5223,CA,,,1.0,
5224,ME,,,1.0,
5225,CO,,,2.0,
5226,CA,,,1.0,
5227,AK,,,1.0,
5228,WA,,,1.0,
5229,NY,,,1.0,
5230,NY,,,1.0,
5231,WI,,,2.0,ChargePoint Network
5232,WI,,,1.0,ChargePoint Network
5233,KS,,,2.0,ChargePoint Network
5234,KS,,,2.0,ChargePoint Network
5235,CA,,,2.0,ChargePoint Network
5236,CA,,,2.0,ChargePoint Network
5237,CA,,,2.0,ChargePoint Network
5238,CA,1.0,,2.0,ChargePoint Network
5239,CA,,,2.0,ChargePoint Network
5240,MI,,,1.0,
5241,MI,,,1.0,
5242,MI,,,1.0,
5243,MI,,,1.0,
5244,MI,,,1.0,
5245,MI,,,1.0,
5246,MI,,,1.0,
5247,MI,,,1.0,
5248,MI,,,1.0,
5249,MI,,,1.0,
5250,CA,,1.0,1.0,ChargePoint Network
5251,NY,,,2.0,ChargePoint Network
5252,CA,,,2.0,ChargePoint Network
5253,VT,,12.0,,
5254,CA,,,2.0,ChargePoint Network
5255,NJ,,,2.0,ChargePoint Network
5256,NJ,,,2.0,ChargePoint Network
5257,NC,1.0,,2.0,
5258,IL,,,2.0,Tesla
5259,IN,2.0,,,Greenlots
5260,FL,,,2.0,
5261,CA,,,1.0,
5262,CA,,,1.0,
5263,CA,,,1.0,
5264,CA,,,1.0,
5265,CA,,,6.0,ChargePoint Network
5266,WI,,,1.0,ChargePoint Network
5267,IA,,,1.0,
5268,MN,,,1.0,
5269,MN,,,1.0,
5270,MN,,,1.0,
5271,CA,,,4.0,SemaCharge Network
5272,IL,,,2.0,ChargePoint Network
5273,AZ,,,10.0,ChargePoint Network
5274,CA,,,5.0,ChargePoint Network
5275,CA,,,3.0,ChargePoint Network
5276,NV,,,4.0,ChargePoint Network
5277,NV,,,2.0,ChargePoint Network
5278,NV,,,4.0,ChargePoint Network
5279,NV,,,4.0,ChargePoint Network
5280,MD,,,2.0,ChargePoint Network
5281,CA,,,16.0,ChargePoint Network
5282,NY,,,2.0,ChargePoint Network
5283,CA,,,1.0,
5284,CA,,,4.0,ChargePoint Network
5285,VT,,,1.0,ChargePoint Network
5286,MA,,,2.0,ChargePoint Network
5287,ME,,,3.0,Tesla
5288,ME,,,3.0,Tesla
5289,ME,,,2.0,
5290,ME,,,4.0,
5291,CO,,,3.0,Tesla
5292,VA,,,1.0,Tesla
5293,FL,,,4.0,
5294,WA,,,2.0,ChargePoint Network
5295,CA,,,2.0,ChargePoint Network
5296,CA,,,2.0,ChargePoint Network
5297,CA,,,2.0,ChargePoint Network
5298,CA,,,2.0,ChargePoint Network
5299,VA,,,4.0,ChargePoint Network
5300,CT,,,2.0,ChargePoint Network
5301,CT,,,2.0,
5302,CT,,,2.0,
5303,CT,,,1.0,
5304,CT,,,4.0,
5305,CT,,,4.0,
5306,CT,,,4.0,
5307,CT,,,2.0,
5308,IA,,7.0,7.0,ChargePoint Network
5309,FL,,,2.0,ChargePoint Network
5310,AZ,,,2.0,ChargePoint Network
5311,CA,,1.0,1.0,ChargePoint Network
5312,NJ,2.0,,4.0,ChargePoint Network
5313,NJ,1.0,,6.0,ChargePoint Network
5314,NJ,1.0,,,ChargePoint Network
5315,AZ,,,3.0,ChargePoint Network
5316,CA,,,4.0,ChargePoint Network
5317,CA,,,2.0,ChargePoint Network
5318,CA,,,2.0,ChargePoint Network
5319,VA,,,2.0,SemaCharge Network
5320,CA,,,1.0,SemaCharge Network
5321,FL,,,1.0,SemaCharge Network
5322,CA,,,2.0,ChargePoint Network
5323,MD,,,2.0,ChargePoint Network
5324,MA,,,2.0,ChargePoint Network
5325,MA,,,6.0,ChargePoint Network
5326,MD,,,1.0,SemaCharge Network
5327,CO,,,2.0,ChargePoint Network
5328,CA,1.0,,2.0,ChargePoint Network
5329,NY,,,2.0,ChargePoint Network
5330,IL,,,4.0,ChargePoint Network
5331,MD,,,2.0,SemaCharge Network
5332,MN,,,1.0,ChargePoint Network
5333,CA,,4.0,4.0,ChargePoint Network
5334,CA,,,2.0,ChargePoint Network
5335,CA,,,4.0,ChargePoint Network
5336,CO,,,4.0,ChargePoint Network
5337,TX,,,1.0,ChargePoint Network
5338,WA,,,1.0,SemaCharge Network
5339,WA,,,2.0,ChargePoint Network
5340,IL,,,1.0,ChargePoint Network
5341,GA,,,2.0,ChargePoint Network
5342,GA,,,2.0,ChargePoint Network
5343,CA,,,6.0,ChargePoint Network
5344,MA,,,2.0,ChargePoint Network
5345,WI,,1.0,,
5346,WI,,1.0,,
5347,WI,,1.0,,
5348,WI,,1.0,,
5349,MN,,1.0,,
5350,WI,,1.0,,
5351,IA,,1.0,,
5352,MN,,1.0,,
5353,NJ,,,2.0,ChargePoint Network
5354,UT,,,4.0,ChargePoint Network
5355,CA,,,4.0,ChargePoint Network
5356,AL,6.0,,,Tesla
5357,AL,6.0,,,Tesla
5358,CA,,,2.0,ChargePoint Network
5359,CA,,,30.0,
5360,AZ,6.0,,,Tesla
5361,CA,10.0,,,Tesla
5362,CA,12.0,,,Tesla
5363,CA,8.0,,,Tesla
5364,CA,12.0,,,Tesla
