,State,DC Fast Charge,Level 1,Level 2,EV Network
4492,CA,,,2.0,ChargePoint Network
4493,CA,,,2.0,ChargePoint Network
4494,CA,,,6.0,ChargePoint Network
4495,CA,,,2.0,ChargePoint Network
4496,CA,,,4.0,ChargePoint Network
4497,CA,,,2.0,ChargePoint Network
4498,CA,,,8.0,ChargePoint Network
4499,SC,,,2.0,ChargePoint Network
4500,VA,,,2.0,ChargePoint Network
4501,NE,,,2.0,ChargePoint Network
4502,NJ,,,1.0,ChargePoint Network
4503,MN,,,2.0,ChargePoint Network
4504,NV,,,4.0,ChargePoint Network
4505,NY,,,1.0,ChargePoint Network
4506,MN,,,2.0,ChargePoint Network
4507,TX,,,2.0,ChargePoint Network
4508,NV,,,2.0,ChargePoint Network
4509,CO,,,2.0,
4510,CO,,,2.0,
4511,NV,,,1.0,ChargePoint Network
4512,MN,,,2.0,ChargePoint Network
4513,OH,,,1.0,ChargePoint Network
4514,MI,,,4.0,ChargePoint Network
4515,NE,,,2.0,ChargePoint Network
4516,NY,,,2.0,ChargePoint Network
4517,NJ,,,1.0,ChargePoint Network
4518,WI,,,1.0,ChargePoint Network
4519,VA,,,1.0,SemaCharge Network
4520,CA,,,2.0,ChargePoint Network
4521,NY,,,2.0,ChargePoint Network
4522,NY,,,2.0,ChargePoint Network
4523,KS,,,2.0,ChargePoint Network
4524,TX,,,2.0,ChargePoint Network
4525,CA,,,2.0,ChargePoint Network
4526,TX,,,2.0,ChargePoint Network
4527,NV,,,6.0,
4528,AZ,6.0,,,Tesla
4529,KS,6.0,,,Tesla
4530,GA,8.0,,,Tesla
4531,CA,,,5.0,ChargePoint Network
4532,NY,,,2.0,ChargePoint Network
4533,WI,,,2.0,ChargePoint Network
4534,WI,,,2.0,ChargePoint Network
4535,OH,,,4.0,
4536,CA,,1.0,,
4537,FL,,,1.0,SemaCharge Network
4538,MA,,,2.0,ChargePoint Network
4539,CT,,,4.0,
4540,CT,,,1.0,
4541,CT,,,3.0,
4542,CT,,,1.0,
4543,CT,,,2.0,
4544,CT,,,2.0,
4545,CT,,,2.0,
4546,CT,,,1.0,
4547,CT,,,2.0,
4548,ME,,,1.0,
4549,ME,,,1.0,
4550,VA,,,4.0,ChargePoint Network
4551,WI,,,2.0,ChargePoint Network
4552,KY,,,2.0,
4553,GA,,,1.0,
4554,NY,,,1.0,
4555,CT,,,2.0,SemaCharge Network
4556,NY,,,2.0,ChargePoint Network
4557,TX,,,4.0,ChargePoint Network
4558,AZ,,,2.0,ChargePoint Network
4559,TX,,,2.0,ChargePoint Network
4560,WA,,,1.0,
4561,GA,,2.0,,
4562,GA,,4.0,,
4563,CA,,,2.0,ChargePoint Network
4564,MI,,,1.0,ChargePoint Network
4565,MN,,,1.0,
4566,CA,,,2.0,ChargePoint Network
4567,UT,,,2.0,ChargePoint Network
4568,ID,,,2.0,ChargePoint Network
4569,IL,,,2.0,ChargePoint Network
4570,WI,,,2.0,ChargePoint Network
4571,CA,4.0,,,ChargePoint Network
4572,CO,,,4.0,ChargePoint Network
4573,MD,,,2.0,SemaCharge Network
4574,MA,,,2.0,ChargePoint Network
4575,NY,,,2.0,
4576,WV,,,1.0,
4577,WV,,,1.0,
4578,WV,,,1.0,
4579,CA,,,1.0,
4580,NJ,,,2.0,ChargePoint Network
4581,CA,,,8.0,ChargePoint Network
4582,MN,,,2.0,ChargePoint Network
4583,TX,,,2.0,ChargePoint Network
4584,ME,,1.0,1.0,
4585,MO,,,2.0,
4586,ME,1.0,,2.0,
4587,WA,,,6.0,ChargePoint Network
4588,VA,,,2.0,ChargePoint Network
4589,FL,,,2.0,ChargePoint Network
4590,LA,,,2.0,ChargePoint Network
4591,WI,,,2.0,ChargePoint Network
4592,WI,,,2.0,ChargePoint Network
4593,WA,,,2.0,Tesla
4594,GA,,,4.0,
4595,GA,,,1.0,
4596,GA,,,1.0,
4597,GA,,,4.0,
4598,DE,,,2.0,ChargePoint Network
4599,WA,,,2.0,ChargePoint Network
4600,AL,,,2.0,ChargePoint Network
4601,TX,,,4.0,ChargePoint Network
4602,ME,,,2.0,
4603,ME,,2.0,2.0,
4604,MT,4.0,,,Tesla
4605,GA,,,2.0,SemaCharge Network
4606,MA,,,2.0,ChargePoint Network
4607,WI,,,1.0,SemaCharge Network
4608,CA,1.0,,,ChargePoint Network
4609,TN,,,2.0,ChargePoint Network
4610,MN,,,2.0,ChargePoint Network
4611,FL,,,4.0,ChargePoint Network
4612,WA,,,2.0,ChargePoint Network
4613,MI,,,1.0,
4614,MI,,,1.0,
4615,FL,,4.0,4.0,ChargePoint Network
4616,NY,,,2.0,ChargePoint Network
4617,NY,,,2.0,ChargePoint Network
4618,TN,,,2.0,ChargePoint Network
4619,IL,,,6.0,ChargePoint Network
4620,AL,,,1.0,ChargePoint Network
4621,OR,,,2.0,ChargePoint Network
4622,TX,,,3.0,SemaCharge Network
4623,TN,,1.0,1.0,ChargePoint Network
4624,TX,,,1.0,ChargePoint Network
4625,UT,,,8.0,ChargePoint Network
4626,MD,,,2.0,ChargePoint Network
4627,SC,1.0,,,
4628,SC,,,2.0,
4629,SC,,,2.0,
4630,NC,,,1.0,
4631,CT,,1.0,2.0,Tesla
4632,CO,,,2.0,
4633,ME,,,1.0,
4634,OH,,,2.0,
4635,CA,,,1.0,
4636,CA,,,4.0,ChargePoint Network
4637,CA,,,1.0,ChargePoint Network
4638,CA,,1.0,1.0,ChargePoint Network
4639,NY,,,2.0,ChargePoint Network
4640,NY,,,2.0,ChargePoint Network
4641,NY,,,2.0,ChargePoint Network
4642,CA,,,1.0,ChargePoint Network
4643,TN,,,3.0,ChargePoint Network
4644,AL,,,2.0,ChargePoint Network
4645,CA,,,4.0,SemaCharge Network
4646,CA,,,2.0,ChargePoint Network
4647,CA,,,3.0,ChargePoint Network
4648,CA,,,4.0,ChargePoint Network
4649,CO,,,6.0,ChargePoint Network
4650,FL,,,1.0,
4651,NY,,,2.0,ChargePoint Network
4652,KS,,,6.0,ChargePoint Network
4653,WI,,,2.0,ChargePoint Network
4654,CT,,,2.0,ChargePoint Network
4655,IL,,,2.0,ChargePoint Network
4656,FL,,,4.0,ChargePoint Network
4657,OR,5.0,,,Tesla
4658,UT,4.0,,,Tesla
4659,VA,6.0,,,Tesla
4660,TN,,2.0,2.0,ChargePoint Network
4661,NY,,,2.0,ChargePoint Network
4662,CA,,1.0,1.0,ChargePoint Network
4663,VA,,,5.0,ChargePoint Network
4664,NH,,,1.0,
4665,WA,,,2.0,
4666,CT,,,2.0,
4667,CA,,,2.0,Tesla
4668,AL,2.0,,,
4669,CA,,,3.0,
4670,CA,2.0,,,Greenlots
4671,OR,2.0,,,OpConnect
4672,OR,2.0,,1.0,OpConnect
4673,OR,2.0,,1.0,OpConnect
4674,OR,2.0,,1.0,OpConnect
4675,OR,2.0,,1.0,OpConnect
4676,ME,,,2.0,
4677,CA,,,2.0,ChargePoint Network
4678,WI,,,2.0,ChargePoint Network
4679,MN,,,4.0,ChargePoint Network
4680,CA,,,2.0,ChargePoint Network
4681,CA,,,2.0,ChargePoint Network
4682,CA,,,2.0,ChargePoint Network
4683,CA,,,4.0,ChargePoint Network
4684,VA,,,2.0,ChargePoint Network
4685,NJ,,,2.0,ChargePoint Network
4686,FL,,,3.0,ChargePoint Network
4687,CA,,,2.0,ChargePoint Network
4688,MI,,,1.0,ChargePoint Network
4689,VT,,,2.0,ChargePoint Network
4690,GA,,,2.0,ChargePoint Network
4691,CO,,,4.0,
4692,TN,1.0,,,
4693,CA,,,5.0,ChargePoint Network
4694,TN,,,2.0,ChargePoint Network
4695,CA,,,2.0,
4696,CA,,,6.0,
4697,CA,,,3.0,
4698,CA,,,5.0,
4699,CA,,,1.0,
4700,CA,,,4.0,
4701,CA,,,6.0,
4702,CA,,,4.0,
4703,CA,,,3.0,
4704,CA,,,4.0,
4705,CA,,,4.0,
4706,CA,,,4.0,
4707,CA,,,2.0,
4708,CA,,,2.0,
4709,CA,,,3.0,
4710,CA,,,2.0,
4711,CA,,,2.0,
4712,CA,,,2.0,
4713,CA,,,2.0,
4714,CA,,,2.0,
4715,CA,,,4.0,
4716,CA,,,2.0,Greenlots
4717,CA,,,2.0,Greenlots
4718,CA,,,2.0,
4719,CA,,,2.0,SemaCharge Network
4720,CA,,,2.0,SemaCharge Network
4721,CA,,,2.0,SemaCharge Network
4722,CA,,,2.0,SemaCharge Network
4723,CA,,,4.0,ChargePoint Network
4724,CA,,,4.0,ChargePoint Network
4725,CA,,,2.0,ChargePoint Network
4726,WA,,,2.0,ChargePoint Network
4727,CA,,,2.0,ChargePoint Network
4728,CA,,,1.0,
4729,WA,,,2.0,SemaCharge Network
4730,VA,,,2.0,SemaCharge Network
4731,CO,,,4.0,ChargePoint Network
4732,WA,,,2.0,ChargePoint Network
4733,CA,6.0,,,Tesla
4734,FL,6.0,,,Tesla
4735,NJ,8.0,,,Tesla
4736,IL,,,2.0,ChargePoint Network
4737,IL,,,2.0,ChargePoint Network
4738,IL,,,2.0,ChargePoint Network
4739,IL,,,1.0,ChargePoint Network
4740,IL,,,2.0,ChargePoint Network
4741,IL,,,2.0,ChargePoint Network
4742,IL,,,1.0,ChargePoint Network
4743,NY,,,1.0,
4744,IL,,,2.0,ChargePoint Network
4745,CA,,,4.0,ChargePoint Network
4746,IL,,,1.0,ChargePoint Network
4747,IL,,,1.0,ChargePoint Network
4748,IL,,,1.0,ChargePoint Network
4749,MI,1.0,,,ChargePoint Network
4750,CA,,,2.0,ChargePoint Network
4751,CO,,,2.0,ChargePoint Network
4752,CA,,,3.0,ChargePoint Network
4753,CA,,,4.0,EV Connect
4754,CA,,,12.0,EV Connect
4755,CA,,,4.0,EV Connect
4756,CA,,,4.0,EV Connect
4757,CA,,,4.0,EV Connect
4758,CT,1.0,,2.0,
4759,CT,,,1.0,
4760,CT,,,1.0,
4761,CO,2.0,,2.0,
4762,CA,,,2.0,Tesla
4763,SC,,,1.0,
4764,CO,,,2.0,ChargePoint Network
4765,WA,,,2.0,ChargePoint Network
4766,CA,,,7.0,ChargePoint Network
4767,IL,,,2.0,ChargePoint Network
4768,NY,,,2.0,ChargePoint Network
4769,TX,,,8.0,ChargePoint Network
4770,MA,,,4.0,ChargePoint Network
4771,CA,,,4.0,ChargePoint Network
4772,IN,,,2.0,ChargePoint Network
4773,CA,,,2.0,ChargePoint Network
4774,IL,,1.0,3.0,ChargePoint Network
4775,MD,,,2.0,ChargePoint Network
4776,CT,,,2.0,ChargePoint Network
4777,CA,,,13.0,ChargePoint Network
4778,NY,,,4.0,ChargePoint Network
4779,FL,,,2.0,ChargePoint Network
4780,FL,,,4.0,ChargePoint Network
4781,IL,,,1.0,ChargePoint Network
4782,NC,,,4.0,ChargePoint Network
4783,LA,,,2.0,ChargePoint Network
4784,OK,,,2.0,ChargePoint Network
4785,TX,,,2.0,ChargePoint Network
4786,CO,,,1.0,
4787,GA,,17.0,,
4788,IL,,,4.0,
4789,NC,,,1.0,
4790,NH,,,1.0,
4791,KS,,,1.0,
4792,NY,,,2.0,SemaCharge Network
4793,KS,,,1.0,
4794,MD,,,2.0,ChargePoint Network
4795,TX,,,1.0,ChargePoint Network
4796,CA,,,2.0,ChargePoint Network
4797,CA,,,2.0,ChargePoint Network
4798,KS,,,2.0,ChargePoint Network
4799,CA,,,2.0,ChargePoint Network
4800,CA,,,4.0,ChargePoint Network
4801,VA,,,1.0,ChargePoint Network
4802,MI,,,2.0,ChargePoint Network
4803,GA,,,2.0,ChargePoint Network
4804,NC,,,6.0,ChargePoint Network
4805,NC,,,2.0,ChargePoint Network
4806,MD,,,2.0,ChargePoint Network
4807,GA,,,2.0,ChargePoint Network
4808,NC,,,2.0,ChargePoint Network
4809,CO,,,2.0,ChargePoint Network
4810,WA,1.0,,,ChargePoint Network
4811,WA,,,2.0,ChargePoint Network
4812,MA,,1.0,1.0,
4813,NY,,,2.0,ChargePoint Network
4814,CA,,1.0,1.0,ChargePoint Network
4815,CA,,1.0,1.0,ChargePoint Network
4816,HI,,,1.0,ChargePoint Network
4817,NY,,,4.0,ChargePoint Network
4818,CA,,,2.0,ChargePoint Network
4819,TX,,,4.0,ChargePoint Network
4820,NC,,,2.0,ChargePoint Network
4821,WA,,,2.0,ChargePoint Network
4822,VA,2.0,,,Greenlots
4823,VA,2.0,,1.0,Greenlots
4824,VA,2.0,,,Greenlots
4825,VA,,,2.0,
4826,VA,2.0,,,Greenlots
4827,VA,2.0,,3.0,Greenlots
4828,VA,2.0,,,Greenlots
4829,VA,2.0,,,
4830,VA,2.0,,,Greenlots
4831,TN,6.0,,,Tesla
4832,CA,,,2.0,ChargePoint Network
4833,CA,,,8.0,ChargePoint Network
4834,CA,,,2.0,ChargePoint Network
4835,CA,,,2.0,ChargePoint Network
4836,PA,,,1.0,ChargePoint Network
4837,CO,1.0,,1.0,
4838,VA,,,1.0,
4839,NC,,,1.0,
4840,MA,,2.0,,
4841,CA,,,1.0,
4842,CO,,,1.0,
4843,CO,,,1.0,
4844,VA,,1.0,,
4845,AR,,,1.0,
4846,FL,,,2.0,SemaCharge Network
4847,FL,,,2.0,SemaCharge Network
4848,TX,,,4.0,ChargePoint Network
4849,CO,1.0,,1.0,Greenlots
4850,HI,,,1.0,
4851,KS,,,1.0,
4852,GA,,,2.0,ChargePoint Network
4853,CA,,,6.0,ChargePoint Network
4854,WA,,1.0,1.0,
4855,TN,1.0,,1.0,
4856,WA,1.0,,1.0,
4857,NV,,,2.0,ChargePoint Network
4858,NH,,,1.0,
4859,PA,,,2.0,Tesla
4860,IL,,,2.0,ChargePoint Network
4861,CA,,,2.0,
4862,CA,,,2.0,
4863,NY,,,2.0,
4864,NY,,,3.0,
4865,CA,,,2.0,ChargePoint Network
4866,MI,,,2.0,ChargePoint Network
4867,OK,,2.0,,
4868,OH,,,2.0,
4869,GA,,,1.0,
4870,GA,,,2.0,
4871,GA,,,1.0,
4872,GA,,,2.0,
4873,IN,,,1.0,
4874,IN,,,2.0,
4875,IN,,,3.0,
4876,IN,,,1.0,
4877,IN,,,1.0,
4878,IN,,,1.0,
4879,IN,,,1.0,
4880,CO,,,1.0,
4881,CA,,,2.0,SemaCharge Network
4882,WA,,,5.0,ChargePoint Network
4883,VT,,,2.0,ChargePoint Network
4884,AZ,,,1.0,ChargePoint Network
4885,CA,,,2.0,ChargePoint Network
4886,DC,,,1.0,ChargePoint Network
4887,CA,,,2.0,ChargePoint Network
4888,NY,,,2.0,ChargePoint Network
4889,MA,,,2.0,ChargePoint Network
4890,FL,,,2.0,ChargePoint Network
4891,GA,,,2.0,ChargePoint Network
4892,CA,,,4.0,ChargePoint Network
4893,FL,1.0,,,ChargePoint Network
4894,MI,,,1.0,ChargePoint Network
4895,CA,,,2.0,ChargePoint Network
4896,VT,,,2.0,ChargePoint Network
4897,MA,,,2.0,ChargePoint Network
4898,TX,,,2.0,ChargePoint Network
4899,WY,,,1.0,ChargePoint Network
4900,IA,,,1.0,
4901,OH,,,2.0,
4902,TN,,,2.0,
4903,FL,,,1.0,
4904,OH,,,2.0,
4905,NH,,,1.0,
4906,MA,1.0,,1.0,
4907,FL,,,1.0,
4908,IL,,,2.0,
4909,IL,,,1.0,
4910,MN,,,1.0,
4911,NC,,,2.0,
4912,SD,,,2.0,
4913,NY,,,2.0,
4914,NJ,,2.0,2.0,
4915,OK,,,2.0,
4916,PA,,,1.0,
4917,MI,,,2.0,
4918,IN,,,1.0,
4919,SC,,,2.0,ChargePoint Network
4920,PA,,,2.0,
4921,WI,,,2.0,
4922,CA,,,3.0,
4923,NY,,,1.0,
4924,NE,,,1.0,
4925,TX,,,2.0,
4926,NM,,,1.0,
4927,MI,,,1.0,
4928,MI,,,2.0,
4929,CA,,,2.0,
4930,CA,,,3.0,Tesla
4931,TX,,,1.0,
4932,IL,,,2.0,ChargePoint Network
4933,IL,,,2.0,ChargePoint Network
4934,NY,,,2.0,ChargePoint Network
4935,MA,,,4.0,SemaCharge Network
4936,MA,,,4.0,SemaCharge Network
4937,MA,,,4.0,SemaCharge Network
4938,MA,,,4.0,SemaCharge Network
4939,MA,,,4.0,SemaCharge Network
4940,MA,,,4.0,SemaCharge Network
4941,FL,,,3.0,SemaCharge Network
4942,NJ,,,2.0,ChargePoint Network
4943,NH,,1.0,2.0,
4944,WI,,,2.0,
4945,MI,,,1.0,
4946,CA,,,2.0,ChargePoint Network
4947,CA,,,18.0,ChargePoint Network
4948,CA,,,2.0,ChargePoint Network
4949,SC,,,2.0,
4950,CO,,,2.0,
4951,CA,1.0,,2.0,Tesla
4952,VT,,,2.0,
4953,MO,,,2.0,
4954,MO,,,2.0,
4955,CA,,,2.0,
4956,CA,,,4.0,
4957,CA,,,4.0,
4958,CA,,,2.0,
4959,CA,,,4.0,
4960,CA,,,2.0,
4961,MO,,2.0,2.0,
4962,TX,,,1.0,
4963,ME,,,2.0,
4964,MI,,,2.0,
4965,MA,,,4.0,SemaCharge Network
4966,MA,,,4.0,SemaCharge Network
4967,NC,,,2.0,ChargePoint Network
4968,CA,,,8.0,ChargePoint Network
4969,MD,,,2.0,ChargePoint Network
4970,CA,,,5.0,ChargePoint Network
4971,TX,,,2.0,ChargePoint Network
4972,FL,,1.0,1.0,ChargePoint Network
4973,WI,,1.0,3.0,ChargePoint Network
4974,MA,,,2.0,ChargePoint Network
4975,CA,,,1.0,ChargePoint Network
4976,FL,,,8.0,ChargePoint Network
4977,WA,,,2.0,ChargePoint Network
4978,WA,,,2.0,ChargePoint Network
4979,WA,,,2.0,ChargePoint Network
4980,CA,,,2.0,ChargePoint Network
4981,CA,,,4.0,ChargePoint Network
4982,IL,,,2.0,ChargePoint Network
4983,WI,,,2.0,ChargePoint Network
4984,TX,,,2.0,ChargePoint Network
4985,CA,,,18.0,ChargePoint Network
4986,MI,,,1.0,
4987,KS,,,1.0,
4988,MI,,,1.0,
4989,CA,,,4.0,
4990,CT,,,2.0,
4991,CT,,,1.0,
4992,CT,,,2.0,
4993,CT,,,1.0,
4994,CT,,,1.0,
4995,CA,,,2.0,ChargePoint Network
4996,MD,,,2.0,ChargePoint Network
4997,MD,,,2.0,ChargePoint Network
4998,VT,,,1.0,
4999,WA,,,1.0,SemaCharge Network
5000,KS,,,2.0,ChargePoint Network
5001,KS,,,2.0,ChargePoint Network
5002,KS,,,2.0,ChargePoint Network
5003,KS,,,2.0,ChargePoint Network
5004,FL,,,4.0,ChargePoint Network
5005,KS,,,2.0,ChargePoint Network
5006,KS,,,2.0,ChargePoint Network
5007,KS,,,2.0,ChargePoint Network
5008,KS,,,2.0,ChargePoint Network
5009,KS,,,2.0,ChargePoint Network
5010,VA,,,2.0,ChargePoint Network
5011,MA,,,3.0,ChargePoint Network
5012,MA,,,1.0,ChargePoint Network
5013,IA,,,2.0,
5014,PA,,,2.0,
5015,PA,,,2.0,
5016,PA,,,2.0,
5017,CA,,,4.0,
5018,CA,,,2.0,
5019,CA,,,2.0,
5020,CA,,,2.0,
5021,SC,,,2.0,
5022,NJ,,,1.0,SemaCharge Network
5023,NE,,,2.0,ChargePoint Network
5024,NE,,,2.0,ChargePoint Network
5025,RI,,,2.0,ChargePoint Network
5026,PA,,,4.0,
5027,PA,,2.0,,
5028,IL,,,1.0,
5029,AZ,6.0,,,Tesla
5030,CA,10.0,,,Tesla
5031,CA,8.0,,,Tesla
5032,MT,4.0,,,Tesla
5033,FL,8.0,,,Tesla
5034,IN,8.0,,,Tesla
5035,VT,,,2.0,ChargePoint Network
5036,CA,,,1.0,ChargePoint Network
5037,WA,,,3.0,ChargePoint Network
5038,WA,,,1.0,ChargePoint Network
5039,CA,,,12.0,ChargePoint Network
5040,NV,,,2.0,ChargePoint Network
5041,FL,,,2.0,
5042,FL,,,4.0,
5043,CA,,,2.0,ChargePoint Network
5044,GA,,,4.0,ChargePoint Network
5045,MA,,,2.0,ChargePoint Network
5046,PA,,,1.0,
5047,NY,,,1.0,
5048,OH,,,2.0,
5049,TX,,,2.0,
5050,NH,,,1.0,
5051,PA,,,1.0,
5052,NY,,,6.0,
5053,MA,,,2.0,
5054,NY,,,3.0,
5055,NY,,,2.0,Tesla
5056,NY,,,1.0,
5057,NY,,,1.0,
5058,CA,,,3.0,ChargePoint Network
5059,CA,,,4.0,ChargePoint Network
5060,GA,,,2.0,ChargePoint Network
5061,GA,,,2.0,ChargePoint Network
5062,GA,,,4.0,ChargePoint Network
5063,CA,,,2.0,ChargePoint Network
5064,DC,,,2.0,SemaCharge Network
5065,KS,,,1.0,ChargePoint Network
5066,DC,,,2.0,SemaCharge Network
5067,PA,1.0,,,
5068,PA,1.0,,,
5069,MN,,1.0,,
5070,WI,,1.0,,
5071,WI,,1.0,,
5072,WI,,1.0,,
5073,MN,,1.0,,
5074,WI,,1.0,,
5075,WI,,1.0,,
5076,IA,,1.0,,
5077,MA,,,8.0,ChargePoint Network
5078,MA,,,4.0,ChargePoint Network
5079,MA,,,2.0,ChargePoint Network
5080,WA,,,2.0,ChargePoint Network
5081,WA,,,1.0,ChargePoint Network
5082,TX,,,1.0,ChargePoint Network
5083,TX,,1.0,1.0,ChargePoint Network
5084,IN,,,1.0,ChargePoint Network
5085,TX,,,1.0,ChargePoint Network
5086,CA,,,2.0,ChargePoint Network
5087,OR,,,4.0,ChargePoint Network
5088,NY,,,2.0,ChargePoint Network
5089,GA,,,2.0,ChargePoint Network
5090,MA,,,2.0,ChargePoint Network
5091,MA,,,2.0,ChargePoint Network
5092,CA,,,2.0,ChargePoint Network
5093,TX,,,2.0,ChargePoint Network
5094,OR,,,2.0,ChargePoint Network
5095,CA,,,2.0,ChargePoint Network
5096,TX,,,1.0,ChargePoint Network
5097,OH,,,2.0,
5098,NY,,,6.0,EV Connect
5099,GA,,,1.0,
5100,VA,,,2.0,
5101,WA,,,2.0,
5102,VT,,,4.0,
5103,AR,,,2.0,
5104,GA,,,1.0,
5105,GA,,,1.0,
5106,NY,,,1.0,
5107,NY,,,1.0,
5108,GA,,,2.0,ChargePoint Network
5109,NJ,,,2.0,ChargePoint Network
5110,CA,,,3.0,ChargePoint Network
5111,NY,,,2.0,ChargePoint Network
5112,WA,,,2.0,ChargePoint Network
5113,NY,,,4.0,ChargePoint Network
5114,CT,,,2.0,ChargePoint Network
5115,NY,,,2.0,ChargePoint Network
5116,NJ,,,2.0,ChargePoint Network
5117,TX,,,2.0,ChargePoint Network
5118,CO,,,2.0,ChargePoint Network
5119,NY,,,2.0,ChargePoint Network
5120,MD,,,2.0,ChargePoint Network
5121,OR,,,2.0,ChargePoint Network
5122,CT,,,2.0,ChargePoint Network
5123,NJ,,,2.0,ChargePoint Network
5124,AZ,,,1.0,ChargePoint Network
5125,CA,,,2.0,ChargePoint Network
5126,KY,,,2.0,ChargePoint Network
5127,IL,,,1.0,ChargePoint Network
5128,IL,,,1.0,ChargePoint Network
5129,IL,,,2.0,ChargePoint Network
5130,NY,,,2.0,ChargePoint Network
5131,MN,,2.0,2.0,ChargePoint Network
5132,IL,,,2.0,ChargePoint Network
5133,IL,,,1.0,ChargePoint Network
5134,IL,,,1.0,ChargePoint Network
5135,IL,,,2.0,ChargePoint Network
5136,NY,,,2.0,ChargePoint Network
5137,NY,,,4.0,ChargePoint Network
5138,CO,,,2.0,ChargePoint Network
5139,MA,,,3.0,ChargePoint Network
5140,MA,,,2.0,ChargePoint Network
5141,MA,,,1.0,ChargePoint Network
5142,CA,,,2.0,ChargePoint Network
5143,MA,,,1.0,ChargePoint Network
5144,TX,,,1.0,ChargePoint Network
5145,GA,,,2.0,ChargePoint Network
5146,IL,,,2.0,ChargePoint Network
5147,NJ,2.0,,14.0,ChargePoint Network
5148,IL,,,2.0,ChargePoint Network
5149,NJ,,,2.0,ChargePoint Network
5150,PA,,,2.0,
5151,PA,,,1.0,
5152,PA,,,2.0,
5153,PA,,,1.0,
5154,PA,,,2.0,
5155,PA,,,1.0,
5156,PA,,,1.0,
5157,PA,,,1.0,
5158,PA,,,2.0,
5159,PA,,,3.0,
5160,PA,,,1.0,
5161,PA,,,6.0,
5162,PA,,,6.0,
5163,PA,,,1.0,
5164,PA,,,2.0,
5165,PA,,,1.0,
5166,PA,,,1.0,
5167,PA,,,1.0,
5168,PA,,,2.0,
5169,PA,,,2.0,
5170,PA,,,1.0,
5171,PA,,,1.0,
5172,PA,,,1.0,
5173,CO,,,1.0,
5174,CT,,,2.0,SemaCharge Network
5175,OH,,,2.0,ChargePoint Network
5176,CA,,,3.0,ChargePoint Network
5177,CA,,,2.0,ChargePoint Network
5178,WA,,,2.0,ChargePoint Network
5179,CA,,,2.0,ChargePoint Network
5180,CA,,,2.0,ChargePoint Network
5181,NC,,1.0,,
5182,AR,,,2.0,
5183,AR,,,3.0,Tesla
5184,VA,1.0,,,
5185,CT,,,2.0,
5186,ID,,,1.0,
5187,NC,,,4.0,
5188,MN,,,1.0,
5189,MN,,,1.0,
5190,MN,,1.0,,
5191,MN,,,1.0,
5192,MN,1.0,,5.0,
5193,MN,,,3.0,Tesla
5194,MN,,,1.0,
5195,MN,2.0,,2.0,Greenlots
5196,MN,,,1.0,
5197,MN,2.0,,2.0,Greenlots
5198,MN,,,1.0,Tesla
5199,MN,,1.0,,
5200,MN,1.0,,3.0,
5201,MN,,,1.0,Tesla
5202,CA,,,2.0,
5203,CA,,,2.0,
5204,FL,,,4.0,ChargePoint Network
5205,NY,,,2.0,ChargePoint Network
5206,SC,,,2.0,ChargePoint Network
5207,CA,,,2.0,ChargePoint Network
5208,MA,,,2.0,ChargePoint Network
5209,CO,,,2.0,ChargePoint Network
5210,NY,,,2.0,SemaCharge Network
5211,CA,,,2.0,ChargePoint Network
5212,IL,,,2.0,ChargePoint Network
5213,TX,,2.0,2.0,ChargePoint Network
5214,MI,,,2.0,ChargePoint Network
5215,IL,,,2.0,ChargePoint Network
5216,IL,,,2.0,ChargePoint Network
5217,IL,,,1.0,ChargePoint Network
5218,MN,,2.0,2.0,ChargePoint Network
5219,CA,,,3.0,ChargePoint Network
5220,WA,,,2.0,ChargePoint Network
5221,NJ,,,5.0,ChargePoint Network
5222,MI,,,1.0,ChargePoint Network
5223,CA,,,1.0,
5224,WA,,,1.0,
5225,WA,,,1.0,
5226,MN,,,1.0,ChargePoint Network
5227,IL,,,2.0,ChargePoint Network
5228,WI,,,2.0,ChargePoint Network
5229,WA,,,1.0,SemaCharge Network
5230,MA,,,12.0,ChargePoint Network
5231,UT,,,2.0,ChargePoint Network
5232,CO,,,2.0,ChargePoint Network
5233,WI,,,2.0,ChargePoint Network
5234,MA,,,2.0,ChargePoint Network
5235,UT,,,2.0,
5236,KS,,,1.0,
5237,DC,,1.0,1.0,ChargePoint Network
5238,DC,,,2.0,ChargePoint Network
5239,DC,,2.0,2.0,ChargePoint Network
5240,DC,,2.0,2.0,ChargePoint Network
5241,TN,,,2.0,ChargePoint Network
5242,DC,,1.0,1.0,ChargePoint Network
5243,MA,,,6.0,ChargePoint Network
5244,CA,,6.0,1.0,
5245,IL,1.0,,,
5246,NH,,,1.0,
5247,CA,,,2.0,ChargePoint Network
5248,CA,,,1.0,
5249,ME,,,1.0,
5250,CO,,,2.0,
5251,CA,,,1.0,
5252,AK,,,1.0,
5253,WA,,,1.0,
5254,FL,2.0,,,Greenlots
5255,NY,,,1.0,
5256,NY,,,1.0,
5257,WI,,,2.0,ChargePoint Network
5258,WI,,,1.0,ChargePoint Network
5259,KS,,,2.0,ChargePoint Network
5260,KS,,,2.0,ChargePoint Network
5261,CA,,,2.0,ChargePoint Network
5262,CA,,,2.0,ChargePoint Network
5263,CA,,,2.0,ChargePoint Network
5264,CA,1.0,,2.0,ChargePoint Network
5265,CA,,,2.0,ChargePoint Network
5266,MI,,,1.0,
5267,MI,,,1.0,
5268,MI,,,1.0,
